iter,fitness,time,XPL,XPT,DIV
0,246666.0,0.579,100.0,0.0,0.488
1,151203.0,4.778,45.7,54.3,0.223
2,91524.0,4.738,28.07,71.93,0.137
3,54947.0,4.746,17.21,82.79,0.084
4,32448.0,4.787,10.66,89.34,0.052
5,18610.0,4.568,6.35,93.65,0.031
6,10157.0,4.595,3.69,96.31,0.018
7,5488.0,7.45,2.05,97.95,0.01
8,2969.0,28.305,1.43,98.57,0.007
9,1531.0,64.194,1.23,98.77,0.006
10,586.0,77.175,1.02,98.98,0.005
11,230.0,80.908,0.61,99.39,0.003
12,91.0,68.182,0.41,99.59,0.002
13,60.0,67.715,0.41,99.59,0.002
14,59.0,62.68,0.2,99.8,0.001
15,58.0,56.443,0.2,99.8,0.001
16,58.0,64.841,0.2,99.8,0.001
17,57.0,60.73,0.2,99.8,0.001
18,57.0,60.935,0.2,99.8,0.001
19,57.0,58.607,0.2,99.8,0.001
20,57.0,56.202,0.2,99.8,0.001
21,57.0,52.226,0.2,99.8,0.001
22,57.0,57.168,0.2,99.8,0.001
23,57.0,57.853,0.2,99.8,0.001
24,57.0,55.683,0.2,99.8,0.001
25,57.0,56.445,0.2,99.8,0.001
26,57.0,56.49,0.2,99.8,0.001
27,57.0,55.692,0.2,99.8,0.001
28,57.0,59.057,0.2,99.8,0.001
29,57.0,56.268,0.2,99.8,0.001
30,57.0,56.989,0.2,99.8,0.001
