iter,fitness,time,XPL,XPT,DIV
0,71501.0,0.106,100.0,0.0,0.488
1,26269.0,1.23,44.67,55.33,0.218
2,7657.0,1.175,16.6,83.4,0.081
3,1506.0,3.699,6.15,93.85,0.03
4,371.0,7.417,2.66,97.34,0.013
5,87.0,5.695,1.23,98.77,0.006
6,85.0,4.819,0.61,99.39,0.003
7,82.0,4.523,0.41,99.59,0.002
8,81.0,4.317,0.41,99.59,0.002
9,80.0,4.107,0.41,99.59,0.002
10,80.0,4.344,0.41,99.59,0.002
11,80.0,3.96,0.2,99.8,0.001
12,80.0,4.184,0.2,99.8,0.001
13,80.0,4.021,0.2,99.8,0.001
14,80.0,4.381,0.41,99.59,0.002
15,80.0,4.42,0.41,99.59,0.002
16,80.0,4.245,0.41,99.59,0.002
17,80.0,4.398,0.2,99.8,0.001
18,80.0,4.416,0.41,99.59,0.002
19,80.0,4.423,0.41,99.59,0.002
20,80.0,4.326,0.41,99.59,0.002
21,79.0,4.296,0.41,99.59,0.002
22,79.0,4.578,0.41,99.59,0.002
23,79.0,4.184,0.41,99.59,0.002
24,79.0,4.323,0.41,99.59,0.002
25,79.0,4.042,0.41,99.59,0.002
26,79.0,4.307,0.41,99.59,0.002
27,79.0,4.157,0.41,99.59,0.002
28,79.0,4.214,0.41,99.59,0.002
29,79.0,4.386,0.41,99.59,0.002
30,79.0,4.485,0.41,99.59,0.002
