iter,fitness,time,XPL,XPT,DIV
0,49598.0,0.067,100.0,0.0,0.487
1,34380.0,0.766,35.32,64.68,0.172
2,25781.0,0.76,20.74,79.26,0.101
3,19731.0,0.79,15.61,84.39,0.076
4,14790.0,0.8,11.91,88.09,0.058
5,11273.0,0.956,9.24,90.76,0.045
6,8358.0,1.114,7.6,92.4,0.037
7,6152.0,1.477,6.37,93.63,0.031
8,4429.0,1.849,4.93,95.07,0.024
9,3221.0,2.128,4.52,95.48,0.022
10,2277.0,2.251,3.9,96.1,0.019
11,1454.0,2.56,2.87,97.13,0.014
12,1032.0,2.506,2.26,97.74,0.011
13,704.0,2.483,1.64,98.36,0.008
14,488.0,2.76,1.44,98.56,0.007
15,395.0,2.801,1.23,98.77,0.006
16,351.0,2.709,1.03,98.97,0.005
17,337.0,2.853,0.82,99.18,0.004
18,331.0,2.802,0.82,99.18,0.004
19,328.0,2.963,0.62,99.38,0.003
20,326.0,2.946,0.82,99.18,0.004
21,323.0,3.104,1.03,98.97,0.005
22,319.0,2.95,0.82,99.18,0.004
23,319.0,3.273,1.03,98.97,0.005
24,319.0,3.138,1.03,98.97,0.005
25,319.0,3.235,1.23,98.77,0.006
26,319.0,3.354,1.03,98.97,0.005
27,319.0,3.445,1.03,98.97,0.005
28,319.0,3.511,1.03,98.97,0.005
29,319.0,3.29,1.03,98.97,0.005
30,319.0,3.185,1.03,98.97,0.005
