iter,fitness,time,XPL,XPT,DIV
0,246383.0,0.51,100.0,0.0,0.488
1,150913.0,4.17,45.7,54.3,0.223
2,91377.0,4.22,28.07,71.93,0.137
3,54286.0,4.047,17.21,82.79,0.084
4,31679.0,4.349,10.25,89.75,0.05
5,18042.0,4.152,6.15,93.85,0.03
6,9902.0,4.151,3.69,96.31,0.018
7,5212.0,6.285,2.05,97.95,0.01
8,2392.0,25.211,1.43,98.57,0.007
9,1144.0,55.566,1.23,98.77,0.006
10,468.0,63.015,1.02,98.98,0.005
11,158.0,59.704,0.61,99.39,0.003
12,64.0,62.489,0.61,99.39,0.003
13,61.0,62.861,0.41,99.59,0.002
14,61.0,60.604,0.41,99.59,0.002
15,60.0,56.279,0.41,99.59,0.002
16,58.0,51.744,0.2,99.8,0.001
17,57.0,59.694,0.2,99.8,0.001
18,57.0,56.395,0.2,99.8,0.001
19,57.0,54.285,0.2,99.8,0.001
20,57.0,50.836,0.2,99.8,0.001
21,57.0,52.96,0.2,99.8,0.001
22,57.0,50.605,0.2,99.8,0.001
23,57.0,50.663,0.2,99.8,0.001
24,57.0,48.752,0.2,99.8,0.001
25,57.0,48.07,0.2,99.8,0.001
26,57.0,50.128,0.2,99.8,0.001
27,57.0,53.874,0.2,99.8,0.001
28,57.0,49.476,0.2,99.8,0.001
29,57.0,51.794,0.2,99.8,0.001
30,57.0,52.905,0.2,99.8,0.001
