iter,fitness,time,XPL,XPT,DIV
0,23343.0,0.036,100.0,0.0,0.487
1,13613.0,0.403,45.17,54.83,0.22
2,7777.0,0.593,27.52,72.48,0.134
3,4004.0,1.179,18.28,81.72,0.089
4,2184.0,1.805,12.11,87.89,0.059
5,1178.0,1.923,7.19,92.81,0.035
6,767.0,1.915,4.72,95.28,0.023
7,587.0,1.997,3.49,96.51,0.017
8,551.0,1.761,2.05,97.95,0.01
9,531.0,1.79,1.85,98.15,0.009
10,529.0,2.025,1.64,98.36,0.008
11,526.0,2.002,1.85,98.15,0.009
12,526.0,1.925,1.85,98.15,0.009
13,526.0,2.002,1.64,98.36,0.008
14,526.0,1.928,1.85,98.15,0.009
15,526.0,1.908,1.85,98.15,0.009
16,526.0,1.873,1.64,98.36,0.008
17,526.0,1.77,1.85,98.15,0.009
18,522.0,1.842,1.85,98.15,0.009
19,522.0,1.778,1.64,98.36,0.008
20,522.0,1.657,1.44,98.56,0.007
21,521.0,1.77,1.64,98.36,0.008
22,520.0,1.774,1.64,98.36,0.008
23,520.0,1.694,1.64,98.36,0.008
24,520.0,1.641,1.44,98.56,0.007
25,520.0,1.622,1.23,98.77,0.006
26,520.0,1.655,1.44,98.56,0.007
27,520.0,1.614,1.44,98.56,0.007
28,520.0,1.623,1.64,98.36,0.008
29,520.0,1.702,1.85,98.15,0.009
30,520.0,1.709,1.64,98.36,0.008
