iter,fitness,time,XPL,XPT,DIV
0,48988.0,0.068,100.0,0.0,0.488
1,18850.0,0.773,45.49,54.51,0.222
2,5212.0,2.242,18.44,81.56,0.09
3,1040.0,5.98,7.79,92.21,0.038
4,403.0,4.822,3.28,96.72,0.016
5,342.0,3.978,1.84,98.16,0.009
6,334.0,3.474,1.43,98.57,0.007
7,331.0,3.414,1.02,98.98,0.005
8,326.0,3.292,0.82,99.18,0.004
9,324.0,3.199,0.82,99.18,0.004
10,322.0,3.266,0.61,99.39,0.003
11,322.0,3.151,0.61,99.39,0.003
12,322.0,3.466,0.82,99.18,0.004
13,322.0,3.751,0.82,99.18,0.004
14,322.0,3.319,0.61,99.39,0.003
15,322.0,3.404,0.82,99.18,0.004
16,322.0,3.344,0.61,99.39,0.003
17,322.0,3.34,0.82,99.18,0.004
18,322.0,3.35,0.82,99.18,0.004
19,322.0,3.617,0.82,99.18,0.004
20,322.0,3.316,0.82,99.18,0.004
21,322.0,3.445,0.82,99.18,0.004
22,322.0,3.36,0.82,99.18,0.004
23,322.0,3.482,0.82,99.18,0.004
24,322.0,3.333,0.82,99.18,0.004
25,322.0,3.593,0.61,99.39,0.003
26,322.0,3.394,0.82,99.18,0.004
27,322.0,3.229,0.61,99.39,0.003
28,322.0,3.249,0.82,99.18,0.004
29,322.0,3.248,0.82,99.18,0.004
30,322.0,3.353,0.82,99.18,0.004
