iter,fitness,time,XPL,XPT,DIV
0,49337.0,0.068,100.0,0.0,0.487
1,14901.0,0.816,45.38,54.62,0.221
2,2218.0,2.777,14.17,85.83,0.069
3,383.0,4.291,4.11,95.89,0.02
4,336.0,2.826,1.85,98.15,0.009
5,327.0,2.402,1.03,98.97,0.005
6,324.0,2.419,0.82,99.18,0.004
7,323.0,2.43,0.82,99.18,0.004
8,323.0,2.176,0.62,99.38,0.003
9,321.0,2.171,0.62,99.38,0.003
10,321.0,2.11,0.62,99.38,0.003
11,321.0,2.197,0.82,99.18,0.004
12,321.0,2.132,0.82,99.18,0.004
13,321.0,2.269,0.62,99.38,0.003
14,321.0,2.204,0.62,99.38,0.003
15,321.0,2.137,0.62,99.38,0.003
16,321.0,2.092,0.62,99.38,0.003
17,321.0,2.2,0.62,99.38,0.003
18,321.0,2.212,0.62,99.38,0.003
19,321.0,2.165,0.62,99.38,0.003
20,321.0,2.127,0.62,99.38,0.003
21,321.0,2.206,0.62,99.38,0.003
22,321.0,2.249,0.62,99.38,0.003
23,321.0,2.19,0.62,99.38,0.003
24,321.0,2.114,0.62,99.38,0.003
25,321.0,2.139,0.62,99.38,0.003
26,321.0,2.207,0.62,99.38,0.003
27,321.0,2.199,0.62,99.38,0.003
28,321.0,2.097,0.62,99.38,0.003
29,321.0,2.13,0.62,99.38,0.003
30,321.0,2.102,0.41,99.59,0.002
