iter,fitness,time,XPL,XPT,DIV
0,70707.0,0.109,100.0,0.0,0.488
1,26143.0,1.185,44.26,55.74,0.216
2,7544.0,1.162,15.98,84.02,0.078
3,1275.0,4.375,5.74,94.26,0.028
4,122.0,7.577,2.25,97.75,0.011
5,87.0,5.513,0.82,99.18,0.004
6,83.0,4.989,0.61,99.39,0.003
7,82.0,4.514,0.41,99.59,0.002
8,81.0,4.591,0.41,99.59,0.002
9,80.0,4.532,0.41,99.59,0.002
10,80.0,4.451,0.41,99.59,0.002
11,80.0,4.264,0.2,99.8,0.001
12,79.0,4.24,0.2,99.8,0.001
13,79.0,4.448,0.41,99.59,0.002
14,79.0,4.431,0.41,99.59,0.002
15,79.0,4.506,0.41,99.59,0.002
16,79.0,4.439,0.41,99.59,0.002
17,79.0,4.582,0.41,99.59,0.002
18,79.0,4.518,0.41,99.59,0.002
19,79.0,4.601,0.41,99.59,0.002
20,79.0,4.305,0.41,99.59,0.002
21,79.0,4.45,0.41,99.59,0.002
22,79.0,4.519,0.41,99.59,0.002
23,79.0,4.226,0.41,99.59,0.002
24,79.0,4.937,0.41,99.59,0.002
25,79.0,4.633,0.41,99.59,0.002
26,79.0,4.396,0.41,99.59,0.002
27,79.0,4.593,0.41,99.59,0.002
28,79.0,4.658,0.41,99.59,0.002
29,79.0,4.739,0.41,99.59,0.002
30,79.0,4.6,0.41,99.59,0.002
