iter,fitness,time,XPL,XPT,DIV
0,244183.0,0.526,100.0,0.0,0.488
1,168368.0,4.449,40.57,59.43,0.198
2,113574.0,4.524,28.28,71.72,0.138
3,77255.0,4.515,19.26,80.74,0.094
4,51335.0,4.462,13.52,86.48,0.066
5,34265.0,4.47,9.02,90.98,0.044
6,22029.0,4.45,6.15,93.85,0.03
7,13721.0,4.449,4.1,95.9,0.02
8,8726.0,4.456,2.66,97.34,0.013
9,5240.0,7.386,1.64,98.36,0.008
10,3183.0,22.8,1.23,98.77,0.006
11,1598.0,40.236,1.02,98.98,0.005
12,760.0,56.363,0.82,99.18,0.004
13,404.0,57.27,0.61,99.39,0.003
14,148.0,54.051,0.41,99.59,0.002
15,67.0,54.53,0.41,99.59,0.002
16,61.0,54.509,0.41,99.59,0.002
17,60.0,54.705,0.2,99.8,0.001
18,59.0,48.742,0.2,99.8,0.001
19,59.0,48.841,0.2,99.8,0.001
20,59.0,50.755,0.2,99.8,0.001
21,59.0,51.473,0.2,99.8,0.001
22,59.0,47.833,0.2,99.8,0.001
23,59.0,53.355,0.2,99.8,0.001
24,59.0,58.256,0.2,99.8,0.001
25,59.0,58.378,0.2,99.8,0.001
26,59.0,56.261,0.2,99.8,0.001
27,59.0,54.983,0.2,99.8,0.001
28,59.0,54.874,0.2,99.8,0.001
29,59.0,53.232,0.2,99.8,0.001
30,59.0,56.269,0.2,99.8,0.001
