MH,FITNESS
SCA,0.0
SCA,0.0
SCA,0.0
SCA,0.0
SCA,0.0
SCA,0.0
SCA,0.0
SCA,0.0
SCA,0.0
SCA,0.0
SCA,0.0
SCA,0.0
SCA,4.209179716663236e-06
SCA,0.0
SCA,0.0
SCA,0.0
SCA,0.0
SCA,0.0
SCA,0.0
SCA,0.0
SCA,0.0
SCA,0.0
SCA,0.0
SCA,0.0
SCA,0.0
SCA,0.0
SCA,0.0
SCA,0.0
SCA,0.0
SCA,0.0
SCA,0.0
PSA,180.8924497214647
PSA,90.19412633782402
PSA,180.53866168544792
PSA,180.63855614711255
PSA,180.50142054050576
PSA,180.9553291834147
PSA,90.4733635337016
PSA,180.68110569726448
PSA,90.50039510696018
PSA,90.08835440593496
PSA,90.98031616360642
PSA,270.55607487151565
PSA,180.31597039852457
PSA,90.21511695106544
PSA,90.01355511215951
PSA,90.02585147660137
PSA,90.46654221814954
PSA,270.351204448616
PSA,360.95161636665847
PSA,270.50371456056
PSA,90.4419569776644
PSA,180.4867702003916
PSA,90.00616400263416
PSA,0.1001407313568641
PSA,180.60044391941804
PSA,180.2574364444395
PSA,180.30632497058596
PSA,90.09509306672592
PSA,180.7863898876353
PSA,9.658940314238862e-15
PSA,360.9782176943708
GWO,0.0
GWO,0.0
GWO,0.0
GWO,0.0
GWO,0.0
GWO,0.0
GWO,0.0
GWO,0.0
GWO,0.0
GWO,0.0
GWO,0.0
GWO,0.0
GWO,0.0
GWO,0.0
GWO,0.0
GWO,0.0
GWO,0.0
GWO,0.0
GWO,0.0
GWO,0.0
GWO,0.0
GWO,0.0
GWO,0.0
GWO,0.0
GWO,0.0
GWO,0.0
GWO,0.0
GWO,0.0
GWO,0.0
GWO,0.0
GWO,0.0
GO,0.7229725519791932
GO,0.690064834023606
GO,0.6700237892588636
GO,0.7243619410809581
GO,0.8447777218304934
GO,0.6465644999898644
GO,0.6564982205107398
GO,0.7474764717150091
GO,0.4910406281914873
GO,0.7817143734527927
GO,0.583986996241074
GO,0.758290752699952
GO,0.6858230071556252
GO,0.7344423329516829
GO,0.4364911949634606
GO,0.6238525172722252
GO,0.7738381712142012
GO,0.6718802340452155
GO,0.6351680443590783
GO,0.8047990924773638
GO,0.6113734851446854
GO,0.425155209665649
GO,0.6882955999516851
GO,0.7671484667498658
GO,0.6885799228549796
GO,0.7565965020555556
GO,0.5624427433081909
GO,0.712841833291123
GO,0.9183437487174236
GO,0.6963264972378612
GO,0.7569942666204121
