iter,fitness,time,XPL,XPT,DIV
0,23890.0,0.034,100.0,0.0,0.486
1,7058.0,0.543,45.68,54.32,0.222
2,1489.0,2.044,16.05,83.95,0.078
3,556.0,1.835,4.32,95.68,0.021
4,529.0,1.205,1.85,98.15,0.009
5,525.0,1.138,1.85,98.15,0.009
6,523.0,1.206,2.06,97.94,0.01
7,523.0,1.155,2.06,97.94,0.01
8,523.0,1.163,1.85,98.15,0.009
9,522.0,1.123,1.65,98.35,0.008
10,521.0,1.11,1.65,98.35,0.008
11,520.0,1.071,1.44,98.56,0.007
12,520.0,1.16,1.65,98.35,0.008
13,520.0,1.124,1.44,98.56,0.007
14,520.0,1.121,1.65,98.35,0.008
15,520.0,1.116,1.44,98.56,0.007
16,520.0,1.128,1.65,98.35,0.008
17,520.0,1.034,1.23,98.77,0.006
18,520.0,1.112,1.44,98.56,0.007
19,520.0,1.156,1.65,98.35,0.008
20,520.0,1.095,1.44,98.56,0.007
21,520.0,1.145,1.65,98.35,0.008
22,520.0,1.17,1.44,98.56,0.007
23,520.0,1.163,1.44,98.56,0.007
24,520.0,1.152,1.65,98.35,0.008
25,520.0,1.121,1.44,98.56,0.007
26,520.0,1.097,1.23,98.77,0.006
27,520.0,1.156,1.65,98.35,0.008
28,520.0,1.148,1.44,98.56,0.007
29,520.0,1.105,1.65,98.35,0.008
30,520.0,1.082,1.44,98.56,0.007
