iter,fitness,time,XPL,XPT,DIV
0,23642.0,0.033,100.0,0.0,0.488
1,7282.0,0.55,46.52,53.48,0.227
2,1387.0,1.99,17.42,82.58,0.085
3,574.0,1.796,4.51,95.49,0.022
4,531.0,1.213,1.84,98.16,0.009
5,527.0,1.156,1.84,98.16,0.009
6,523.0,1.175,1.84,98.16,0.009
7,522.0,1.158,1.84,98.16,0.009
8,520.0,1.172,2.05,97.95,0.01
9,520.0,1.126,1.64,98.36,0.008
10,520.0,1.125,1.64,98.36,0.008
11,520.0,1.1,1.64,98.36,0.008
12,520.0,1.042,1.43,98.57,0.007
13,520.0,1.097,1.43,98.57,0.007
14,520.0,1.088,1.64,98.36,0.008
15,520.0,1.098,1.43,98.57,0.007
16,520.0,1.149,1.64,98.36,0.008
17,520.0,1.123,1.64,98.36,0.008
18,520.0,1.153,1.64,98.36,0.008
19,520.0,1.191,1.64,98.36,0.008
20,520.0,1.119,1.43,98.57,0.007
21,520.0,1.107,1.64,98.36,0.008
22,520.0,1.173,1.64,98.36,0.008
23,520.0,1.133,1.43,98.57,0.007
24,520.0,1.087,1.43,98.57,0.007
25,520.0,1.14,1.43,98.57,0.007
26,520.0,1.118,1.43,98.57,0.007
27,520.0,1.119,1.64,98.36,0.008
28,520.0,1.126,1.43,98.57,0.007
29,520.0,1.137,1.64,98.36,0.008
30,520.0,1.116,1.64,98.36,0.008
