iter,fitness,time,XPL,XPT,DIV
0,22717.0,0.033,100.0,0.0,0.488
1,15462.0,0.385,33.81,66.19,0.165
2,11855.0,0.451,19.47,80.53,0.095
3,8791.0,0.545,15.16,84.84,0.074
4,6617.0,0.758,12.3,87.7,0.06
5,4982.0,1.042,10.25,89.75,0.05
6,3866.0,1.216,8.81,91.19,0.043
7,2853.0,1.245,7.58,92.42,0.037
8,2100.0,1.326,6.76,93.24,0.033
9,1468.0,1.402,5.12,94.88,0.025
10,1035.0,1.347,3.69,96.31,0.018
11,822.0,1.396,3.48,96.52,0.017
12,712.0,1.3,2.05,97.95,0.01
13,605.0,1.324,1.84,98.16,0.009
14,550.0,1.3,1.64,98.36,0.008
15,540.0,1.279,1.23,98.77,0.006
16,533.0,1.381,1.23,98.77,0.006
17,531.0,1.404,1.23,98.77,0.006
18,522.0,1.501,1.23,98.77,0.006
19,520.0,1.538,1.43,98.57,0.007
20,520.0,1.486,1.23,98.77,0.006
21,520.0,1.622,1.43,98.57,0.007
22,520.0,1.589,1.43,98.57,0.007
23,520.0,1.722,1.43,98.57,0.007
24,520.0,1.657,1.43,98.57,0.007
25,520.0,1.665,1.43,98.57,0.007
26,520.0,1.689,1.43,98.57,0.007
27,520.0,1.651,1.43,98.57,0.007
28,520.0,1.756,1.64,98.36,0.008
29,520.0,1.73,1.43,98.57,0.007
30,520.0,1.758,1.43,98.57,0.007
