iter,fitness,time,XPL,XPT,DIV
0,48904.0,0.067,100.0,0.0,0.488
1,29310.0,0.692,45.29,54.71,0.221
2,17192.0,0.681,28.07,71.93,0.137
3,9270.0,0.998,17.42,82.58,0.085
4,4873.0,1.918,11.07,88.93,0.054
5,2505.0,3.339,7.99,92.01,0.039
6,1362.0,3.622,5.33,94.67,0.026
7,741.0,3.641,3.69,96.31,0.018
8,448.0,3.831,2.46,97.54,0.012
9,355.0,3.678,1.64,98.36,0.008
10,336.0,3.692,1.64,98.36,0.008
11,334.0,3.862,1.43,98.57,0.007
12,328.0,3.685,1.02,98.98,0.005
13,328.0,3.695,1.23,98.77,0.006
14,327.0,3.396,1.02,98.98,0.005
15,324.0,3.387,0.82,99.18,0.004
16,323.0,3.377,0.82,99.18,0.004
17,322.0,3.258,0.61,99.39,0.003
18,322.0,3.128,0.61,99.39,0.003
19,322.0,3.291,0.82,99.18,0.004
20,322.0,3.218,0.82,99.18,0.004
21,322.0,3.253,0.61,99.39,0.003
22,322.0,3.483,0.82,99.18,0.004
23,322.0,3.716,0.82,99.18,0.004
24,322.0,3.255,0.82,99.18,0.004
25,322.0,3.102,0.61,99.39,0.003
26,322.0,3.157,0.82,99.18,0.004
27,322.0,3.264,0.82,99.18,0.004
28,322.0,3.179,0.82,99.18,0.004
29,322.0,3.259,0.82,99.18,0.004
30,322.0,3.186,0.82,99.18,0.004
