iter,fitness,time,XPL,XPT,DIV
0,49026.0,0.065,100.0,0.0,0.487
1,49026.0,0.1,77.82,22.18,0.379
2,48588.0,0.1,78.85,21.15,0.384
3,48384.0,0.1,78.03,21.97,0.38
4,48384.0,0.101,76.8,23.2,0.374
5,47493.0,0.103,78.23,21.77,0.381
6,46914.0,0.1,78.85,21.15,0.384
7,46783.0,0.101,76.8,23.2,0.374
8,46783.0,0.1,78.23,21.77,0.381
9,46783.0,0.102,78.44,21.56,0.382
10,46783.0,0.102,78.03,21.97,0.38
11,46783.0,0.102,78.23,21.77,0.381
12,46783.0,0.101,78.03,21.97,0.38
13,46783.0,0.103,76.39,23.61,0.372
14,46783.0,0.103,78.03,21.97,0.38
15,46783.0,0.103,76.18,23.82,0.371
16,46783.0,0.103,77.21,22.79,0.376
17,46783.0,0.104,77.82,22.18,0.379
18,46783.0,0.101,78.44,21.56,0.382
19,46783.0,0.101,78.23,21.77,0.381
20,46783.0,0.102,77.62,22.38,0.378
21,46783.0,0.102,78.03,21.97,0.38
22,46783.0,0.101,78.23,21.77,0.381
23,46783.0,0.102,77.82,22.18,0.379
24,46589.0,0.101,78.44,21.56,0.382
25,46589.0,0.102,78.85,21.15,0.384
26,46589.0,0.1,76.8,23.2,0.374
27,46589.0,0.103,77.82,22.18,0.379
28,46589.0,0.103,78.44,21.56,0.382
29,45713.0,0.102,78.44,21.56,0.382
30,45713.0,0.101,77.21,22.79,0.376
