iter,fitness,time,XPL,XPT,DIV
0,22834.0,0.037,100.0,0.0,0.487
1,7260.0,0.653,43.94,56.06,0.214
2,1984.0,2.848,20.33,79.67,0.099
3,798.0,2.9,7.6,92.4,0.037
4,573.0,2.213,3.49,96.51,0.017
5,543.0,2.046,2.26,97.74,0.011
6,529.0,1.905,1.85,98.15,0.009
7,525.0,1.762,1.44,98.56,0.007
8,524.0,1.759,1.44,98.56,0.007
9,524.0,1.825,1.85,98.15,0.009
10,524.0,1.894,1.85,98.15,0.009
11,522.0,1.832,1.64,98.36,0.008
12,522.0,1.814,1.44,98.56,0.007
13,522.0,1.912,1.64,98.36,0.008
14,522.0,1.854,1.85,98.15,0.009
15,520.0,1.873,1.64,98.36,0.008
16,520.0,1.862,1.85,98.15,0.009
17,520.0,1.801,1.64,98.36,0.008
18,520.0,1.845,1.64,98.36,0.008
19,520.0,1.863,1.64,98.36,0.008
20,520.0,1.76,1.44,98.56,0.007
21,520.0,1.79,1.44,98.56,0.007
22,520.0,1.842,1.64,98.36,0.008
23,520.0,1.808,1.64,98.36,0.008
24,520.0,1.755,1.44,98.56,0.007
25,520.0,1.763,1.64,98.36,0.008
26,520.0,2.005,1.64,98.36,0.008
27,520.0,1.823,1.64,98.36,0.008
28,520.0,1.713,1.64,98.36,0.008
29,520.0,1.74,1.44,98.56,0.007
30,520.0,1.736,1.64,98.36,0.008
