iter,fitness,time,XPL,XPT,DIV
0,22593.0,0.034,100.0,0.0,0.487
1,14398.0,0.374,39.84,60.16,0.194
2,9258.0,0.543,26.28,73.72,0.128
3,5686.0,0.848,18.07,81.93,0.088
4,3421.0,1.252,13.14,86.86,0.064
5,1872.0,1.482,9.45,90.55,0.046
6,1117.0,1.663,6.98,93.02,0.034
7,759.0,1.731,5.13,94.87,0.025
8,611.0,1.589,3.7,96.3,0.018
9,565.0,1.629,2.46,97.54,0.012
10,550.0,1.698,2.05,97.95,0.01
11,548.0,1.721,1.85,98.15,0.009
12,539.0,1.605,1.44,98.56,0.007
13,535.0,1.758,1.85,98.15,0.009
14,525.0,1.666,1.44,98.56,0.007
15,522.0,1.697,1.44,98.56,0.007
16,520.0,1.639,1.23,98.77,0.006
17,520.0,1.66,1.44,98.56,0.007
18,520.0,1.665,1.44,98.56,0.007
19,520.0,1.647,1.44,98.56,0.007
20,520.0,1.699,1.44,98.56,0.007
21,520.0,1.652,1.44,98.56,0.007
22,520.0,1.672,1.44,98.56,0.007
23,520.0,1.701,1.44,98.56,0.007
24,520.0,1.697,1.44,98.56,0.007
25,520.0,1.663,1.23,98.77,0.006
26,520.0,1.651,1.44,98.56,0.007
27,520.0,1.662,1.44,98.56,0.007
28,520.0,1.726,1.64,98.36,0.008
29,520.0,1.622,1.23,98.77,0.006
30,520.0,1.672,1.44,98.56,0.007
