iter,fitness,time,XPL,XPT,DIV
0,49305.0,0.069,100.0,0.0,0.488
1,29048.0,0.766,45.08,54.92,0.22
2,17238.0,0.735,26.64,73.36,0.13
3,9608.0,1.132,16.6,83.4,0.081
4,4979.0,1.901,10.86,89.14,0.053
5,2600.0,3.417,7.38,92.62,0.036
6,1284.0,4.071,5.33,94.67,0.026
7,655.0,3.995,3.07,96.93,0.015
8,357.0,4.395,2.25,97.75,0.011
9,334.0,3.812,1.43,98.57,0.007
10,325.0,3.428,1.02,98.98,0.005
11,320.0,3.598,1.02,98.98,0.005
12,320.0,3.734,1.23,98.77,0.006
13,320.0,3.698,1.23,98.77,0.006
14,320.0,4.133,1.43,98.57,0.007
15,320.0,3.923,1.23,98.77,0.006
16,320.0,4.013,1.02,98.98,0.005
17,320.0,3.87,1.23,98.77,0.006
18,320.0,3.978,1.23,98.77,0.006
19,320.0,3.595,1.02,98.98,0.005
20,320.0,3.722,1.23,98.77,0.006
21,318.0,3.651,1.23,98.77,0.006
22,316.0,3.517,1.02,98.98,0.005
23,316.0,3.258,0.82,99.18,0.004
24,316.0,3.512,1.02,98.98,0.005
25,316.0,3.526,1.02,98.98,0.005
26,316.0,3.413,0.82,99.18,0.004
27,316.0,3.433,1.02,98.98,0.005
28,316.0,3.542,1.02,98.98,0.005
29,316.0,3.429,1.02,98.98,0.005
30,316.0,3.438,1.02,98.98,0.005
