iter,fitness,time,XPL,XPT,DIV
0,48850.0,0.067,100.0,0.0,0.488
1,22123.0,0.803,45.7,54.3,0.223
2,10718.0,0.979,20.49,79.51,0.1
3,4223.0,2.481,12.09,87.91,0.059
4,1624.0,4.509,7.38,92.62,0.036
5,722.0,4.623,4.51,95.49,0.022
6,464.0,3.629,2.25,97.75,0.011
7,359.0,3.415,1.43,98.57,0.007
8,335.0,3.439,1.43,98.57,0.007
9,329.0,3.398,1.02,98.98,0.005
10,326.0,3.325,1.02,98.98,0.005
11,326.0,3.193,0.82,99.18,0.004
12,326.0,3.194,0.82,99.18,0.004
13,326.0,3.257,0.82,99.18,0.004
14,325.0,3.207,0.61,99.39,0.003
15,325.0,3.13,0.82,99.18,0.004
16,324.0,3.231,0.82,99.18,0.004
17,323.0,3.192,0.82,99.18,0.004
18,323.0,2.998,0.61,99.39,0.003
19,323.0,3.024,0.61,99.39,0.003
20,323.0,3.116,0.61,99.39,0.003
21,323.0,3.124,0.82,99.18,0.004
22,323.0,3.253,0.82,99.18,0.004
23,323.0,3.125,0.61,99.39,0.003
24,323.0,3.029,0.61,99.39,0.003
25,323.0,3.04,0.82,99.18,0.004
26,323.0,3.293,0.82,99.18,0.004
27,323.0,3.158,0.61,99.39,0.003
28,323.0,2.972,0.61,99.39,0.003
29,323.0,3.274,0.82,99.18,0.004
30,323.0,3.093,0.82,99.18,0.004
