iter,fitness,time,XPL,XPT,DIV
0,49748.0,0.065,100.0,0.0,0.488
1,48964.0,0.101,77.87,22.13,0.38
2,48665.0,0.1,77.25,22.75,0.377
3,47329.0,0.099,77.25,22.75,0.377
4,47329.0,0.101,78.28,21.72,0.382
5,47329.0,0.102,77.87,22.13,0.38
6,47329.0,0.099,78.07,21.93,0.381
7,47329.0,0.101,78.89,21.11,0.385
8,47329.0,0.1,78.69,21.31,0.384
9,47329.0,0.101,78.48,21.52,0.383
10,46614.0,0.103,77.87,22.13,0.38
11,46614.0,0.099,76.23,23.77,0.372
12,46614.0,0.1,77.87,22.13,0.38
13,46614.0,0.1,77.87,22.13,0.38
14,46614.0,0.1,77.46,22.54,0.378
15,46614.0,0.1,78.28,21.72,0.382
16,46614.0,0.101,78.07,21.93,0.381
17,46614.0,0.1,78.28,21.72,0.382
18,46614.0,0.099,78.48,21.52,0.383
19,46614.0,0.101,77.87,22.13,0.38
20,46614.0,0.101,77.46,22.54,0.378
21,46614.0,0.099,76.84,23.16,0.375
22,46614.0,0.1,77.87,22.13,0.38
23,46614.0,0.099,76.43,23.57,0.373
24,46614.0,0.101,77.66,22.34,0.379
25,46614.0,0.101,76.23,23.77,0.372
26,46614.0,0.101,77.25,22.75,0.377
27,46614.0,0.1,77.66,22.34,0.379
28,46614.0,0.101,77.66,22.34,0.379
29,46614.0,0.102,77.66,22.34,0.379
30,46614.0,0.1,79.1,20.9,0.386
