iter,fitness,time,XPL,XPT,DIV
0,22390.0,0.032,100.0,0.0,0.487
1,15036.0,0.361,36.14,63.86,0.176
2,11118.0,0.428,20.53,79.47,0.1
3,8317.0,0.459,15.61,84.39,0.076
4,6131.0,0.7,12.32,87.68,0.06
5,4587.0,0.826,10.47,89.53,0.051
6,3402.0,0.932,8.21,91.79,0.04
7,2412.0,1.153,6.98,93.02,0.034
8,1840.0,1.296,5.75,94.25,0.028
9,1162.0,1.323,4.72,95.28,0.023
10,878.0,1.285,2.87,97.13,0.014
11,704.0,1.346,2.05,97.95,0.01
12,608.0,1.196,1.64,98.36,0.008
13,568.0,1.257,1.44,98.56,0.007
14,551.0,1.22,1.23,98.77,0.006
15,535.0,1.357,1.23,98.77,0.006
16,531.0,1.42,1.23,98.77,0.006
17,530.0,1.529,1.44,98.56,0.007
18,530.0,1.6,1.44,98.56,0.007
19,529.0,1.68,1.44,98.56,0.007
20,524.0,1.567,1.44,98.56,0.007
21,522.0,1.61,1.44,98.56,0.007
22,522.0,1.68,1.64,98.36,0.008
23,522.0,1.712,1.44,98.56,0.007
24,522.0,1.756,1.85,98.15,0.009
25,522.0,1.656,1.64,98.36,0.008
26,522.0,1.661,1.44,98.56,0.007
27,522.0,1.725,1.64,98.36,0.008
28,522.0,1.794,1.64,98.36,0.008
29,522.0,1.742,1.64,98.36,0.008
30,522.0,1.68,1.64,98.36,0.008
