iter,fitness,time,XPL,XPT,DIV
0,49381.0,0.068,100.0,0.0,0.487
1,17386.0,0.781,43.94,56.06,0.214
2,4875.0,2.138,18.28,81.72,0.089
3,1017.0,5.372,8.01,91.99,0.039
4,380.0,4.372,2.67,97.33,0.013
5,328.0,3.398,1.44,98.56,0.007
6,319.0,3.218,1.03,98.97,0.005
7,318.0,3.185,1.03,98.97,0.005
8,317.0,3.233,1.03,98.97,0.005
9,317.0,3.143,1.03,98.97,0.005
10,317.0,3.482,0.82,99.18,0.004
11,317.0,3.534,1.03,98.97,0.005
12,317.0,3.535,1.03,98.97,0.005
13,317.0,3.394,0.82,99.18,0.004
14,317.0,3.323,1.03,98.97,0.005
15,317.0,3.164,1.03,98.97,0.005
16,317.0,3.371,0.82,99.18,0.004
17,317.0,3.289,0.82,99.18,0.004
18,316.0,3.099,0.82,99.18,0.004
19,316.0,3.253,0.82,99.18,0.004
20,316.0,3.38,1.03,98.97,0.005
21,316.0,3.23,1.03,98.97,0.005
22,316.0,3.269,0.82,99.18,0.004
23,316.0,3.256,1.03,98.97,0.005
24,316.0,3.488,1.03,98.97,0.005
25,316.0,3.344,1.03,98.97,0.005
26,316.0,3.183,1.03,98.97,0.005
27,316.0,3.31,0.82,99.18,0.004
28,316.0,3.142,0.82,99.18,0.004
29,316.0,3.165,0.82,99.18,0.004
30,316.0,3.262,0.82,99.18,0.004
