iter,fitness,time,XPL,XPT,DIV
0,49258.0,0.072,100.0,0.0,0.487
1,17971.0,0.817,44.35,55.65,0.216
2,4711.0,2.363,17.25,82.75,0.084
3,1072.0,5.774,8.01,91.99,0.039
4,431.0,4.708,3.29,96.71,0.016
5,338.0,3.596,1.64,98.36,0.008
6,330.0,3.195,1.03,98.97,0.005
7,328.0,3.404,0.82,99.18,0.004
8,325.0,3.306,0.82,99.18,0.004
9,324.0,3.467,1.03,98.97,0.005
10,324.0,3.329,0.82,99.18,0.004
11,324.0,3.132,0.82,99.18,0.004
12,324.0,3.428,0.82,99.18,0.004
13,324.0,3.18,1.03,98.97,0.005
14,324.0,3.179,0.82,99.18,0.004
15,324.0,3.059,0.82,99.18,0.004
16,324.0,3.14,0.82,99.18,0.004
17,324.0,3.216,1.03,98.97,0.005
18,323.0,3.295,0.82,99.18,0.004
19,323.0,3.186,0.82,99.18,0.004
20,323.0,3.301,0.82,99.18,0.004
21,322.0,3.02,0.82,99.18,0.004
22,322.0,3.111,0.82,99.18,0.004
23,322.0,3.05,0.62,99.38,0.003
24,322.0,3.177,0.82,99.18,0.004
25,322.0,3.18,0.62,99.38,0.003
26,322.0,3.15,0.82,99.18,0.004
27,322.0,3.085,0.82,99.18,0.004
28,322.0,3.273,0.82,99.18,0.004
29,322.0,3.04,0.62,99.38,0.003
30,322.0,3.072,0.62,99.38,0.003
