iter,fitness,time,XPL,XPT,DIV
0,49325.0,0.069,100.0,0.0,0.488
1,29251.0,0.721,45.29,54.71,0.221
2,17194.0,0.744,26.43,73.57,0.129
3,9683.0,0.988,15.78,84.22,0.077
4,5134.0,2.118,10.25,89.75,0.05
5,2732.0,3.462,7.58,92.42,0.037
6,1400.0,3.865,4.71,95.29,0.023
7,704.0,3.811,2.87,97.13,0.014
8,414.0,3.855,1.84,98.16,0.009
9,348.0,3.817,1.43,98.57,0.007
10,334.0,3.918,1.23,98.77,0.006
11,331.0,3.757,1.02,98.98,0.005
12,326.0,3.648,0.61,99.39,0.003
13,324.0,3.604,0.82,99.18,0.004
14,324.0,3.849,0.82,99.18,0.004
15,323.0,3.589,0.82,99.18,0.004
16,323.0,3.548,0.82,99.18,0.004
17,323.0,3.512,0.61,99.39,0.003
18,323.0,3.438,0.82,99.18,0.004
19,323.0,3.443,0.82,99.18,0.004
20,323.0,3.308,0.82,99.18,0.004
21,321.0,3.433,0.82,99.18,0.004
22,321.0,3.39,0.82,99.18,0.004
23,321.0,3.393,0.82,99.18,0.004
24,321.0,3.3,0.82,99.18,0.004
25,321.0,3.357,0.61,99.39,0.003
26,321.0,3.235,0.82,99.18,0.004
27,320.0,3.266,0.82,99.18,0.004
28,320.0,3.374,0.82,99.18,0.004
29,320.0,3.012,0.61,99.39,0.003
30,318.0,3.346,0.82,99.18,0.004
