iter,fitness,time,XPL,XPT,DIV
0,47975.0,0.067,100.0,0.0,0.487
1,28689.0,0.698,43.74,56.26,0.213
2,16793.0,0.713,26.28,73.72,0.128
3,9427.0,1.059,16.22,83.78,0.079
4,5162.0,2.404,10.47,89.53,0.051
5,2612.0,3.607,7.8,92.2,0.038
6,1473.0,3.746,5.13,94.87,0.025
7,820.0,3.722,3.08,96.92,0.015
8,460.0,3.545,2.46,97.54,0.012
9,348.0,3.672,1.64,98.36,0.008
10,338.0,3.574,1.03,98.97,0.005
11,334.0,3.5,0.82,99.18,0.004
12,329.0,3.624,1.03,98.97,0.005
13,326.0,3.657,1.23,98.77,0.006
14,326.0,3.484,1.03,98.97,0.005
15,326.0,3.334,0.82,99.18,0.004
16,326.0,3.383,0.82,99.18,0.004
17,325.0,3.358,1.03,98.97,0.005
18,325.0,3.367,1.03,98.97,0.005
19,325.0,3.233,0.82,99.18,0.004
20,325.0,3.233,0.82,99.18,0.004
21,325.0,3.304,0.82,99.18,0.004
22,325.0,3.131,0.82,99.18,0.004
23,325.0,3.181,0.82,99.18,0.004
24,325.0,3.181,0.62,99.38,0.003
25,324.0,3.242,0.82,99.18,0.004
26,323.0,3.103,0.62,99.38,0.003
27,323.0,2.986,0.62,99.38,0.003
28,323.0,2.95,0.62,99.38,0.003
29,323.0,3.177,0.82,99.18,0.004
30,323.0,2.985,0.82,99.18,0.004
