iter,fitness,time,XPL,XPT,DIV
0,22944.0,0.034,100.0,0.0,0.488
1,15507.0,0.353,38.73,61.27,0.189
2,9930.0,0.528,26.23,73.77,0.128
3,6236.0,0.831,17.83,82.17,0.087
4,3912.0,1.301,13.93,86.07,0.068
5,2444.0,1.537,10.25,89.75,0.05
6,1520.0,1.762,7.38,92.62,0.036
7,935.0,1.757,4.51,95.49,0.022
8,689.0,1.556,2.66,97.34,0.013
9,581.0,1.664,2.46,97.54,0.012
10,550.0,1.637,1.84,98.16,0.009
11,536.0,1.592,1.64,98.36,0.008
12,529.0,1.656,1.43,98.57,0.007
13,526.0,1.691,1.43,98.57,0.007
14,524.0,1.674,1.43,98.57,0.007
15,524.0,1.727,1.43,98.57,0.007
16,524.0,1.673,1.43,98.57,0.007
17,523.0,1.678,1.43,98.57,0.007
18,523.0,1.682,1.43,98.57,0.007
19,523.0,1.638,1.64,98.36,0.008
20,523.0,1.66,1.64,98.36,0.008
21,522.0,1.645,1.43,98.57,0.007
22,522.0,1.65,1.64,98.36,0.008
23,522.0,1.672,1.43,98.57,0.007
24,522.0,1.69,1.43,98.57,0.007
25,522.0,1.81,1.64,98.36,0.008
26,522.0,1.689,1.43,98.57,0.007
27,522.0,1.743,1.43,98.57,0.007
28,522.0,1.747,1.43,98.57,0.007
29,522.0,1.707,1.23,98.77,0.006
30,522.0,1.756,1.64,98.36,0.008
