iter,fitness,time,XPL,XPT,DIV
0,23236.0,0.034,100.0,0.0,0.488
1,15270.0,0.413,36.89,63.11,0.18
2,11227.0,0.456,20.9,79.1,0.102
3,8731.0,0.555,15.37,84.63,0.075
4,6320.0,0.708,12.5,87.5,0.061
5,4674.0,1.023,10.45,89.55,0.051
6,3311.0,1.221,9.63,90.37,0.047
7,2440.0,1.277,7.17,92.83,0.035
8,1840.0,1.217,5.33,94.67,0.026
9,1320.0,1.357,4.71,95.29,0.023
10,1037.0,1.403,3.89,96.11,0.019
11,847.0,1.394,3.48,96.52,0.017
12,691.0,1.454,3.07,96.93,0.015
13,604.0,1.388,2.05,97.95,0.01
14,560.0,1.379,1.84,98.16,0.009
15,547.0,1.301,1.43,98.57,0.007
16,533.0,1.379,1.43,98.57,0.007
17,530.0,1.473,1.43,98.57,0.007
18,527.0,1.472,1.43,98.57,0.007
19,524.0,1.515,1.43,98.57,0.007
20,524.0,1.533,1.43,98.57,0.007
21,524.0,1.639,1.64,98.36,0.008
22,524.0,1.664,1.64,98.36,0.008
23,524.0,1.735,1.64,98.36,0.008
24,523.0,1.667,1.43,98.57,0.007
25,523.0,1.613,1.43,98.57,0.007
26,523.0,1.722,1.64,98.36,0.008
27,523.0,1.722,1.64,98.36,0.008
28,523.0,1.71,1.64,98.36,0.008
29,523.0,1.653,1.43,98.57,0.007
30,523.0,1.715,1.43,98.57,0.007
