iter,fitness,time,XPL,XPT,DIV
0,23669.0,0.033,100.0,0.0,0.487
1,9959.0,0.467,46.2,53.8,0.225
2,4638.0,1.137,22.18,77.82,0.108
3,2325.0,2.174,13.35,86.65,0.065
4,1221.0,2.051,7.39,92.61,0.036
5,735.0,1.986,4.31,95.69,0.021
6,554.0,1.979,1.85,98.15,0.009
7,532.0,1.77,1.23,98.77,0.006
8,526.0,1.905,1.85,98.15,0.009
9,526.0,1.939,1.64,98.36,0.008
10,526.0,1.897,1.64,98.36,0.008
11,524.0,1.754,1.44,98.56,0.007
12,524.0,1.79,1.64,98.36,0.008
13,523.0,1.711,1.64,98.36,0.008
14,523.0,1.909,2.05,97.95,0.01
15,523.0,1.818,1.85,98.15,0.009
16,523.0,1.778,1.64,98.36,0.008
17,523.0,1.812,1.64,98.36,0.008
18,523.0,1.77,1.44,98.56,0.007
19,523.0,1.843,1.64,98.36,0.008
20,523.0,1.78,1.44,98.56,0.007
21,523.0,1.81,1.64,98.36,0.008
22,523.0,1.726,1.64,98.36,0.008
23,522.0,1.785,1.64,98.36,0.008
24,522.0,1.742,1.64,98.36,0.008
25,522.0,1.733,1.23,98.77,0.006
26,522.0,1.761,1.64,98.36,0.008
27,522.0,1.736,1.44,98.56,0.007
28,522.0,1.712,1.44,98.56,0.007
29,522.0,1.649,1.44,98.56,0.007
30,522.0,1.795,1.85,98.15,0.009
