iter,fitness,time,XPL,XPT,DIV
0,23962.0,0.032,100.0,0.0,0.487
1,16455.0,0.368,35.52,64.48,0.173
2,12283.0,0.413,20.12,79.88,0.098
3,8480.0,0.584,16.43,83.57,0.08
4,6236.0,0.726,12.53,87.47,0.061
5,4505.0,0.922,10.47,89.53,0.051
6,3337.0,1.114,8.62,91.38,0.042
7,2465.0,1.155,7.8,92.2,0.038
8,1584.0,1.251,6.57,93.43,0.032
9,1192.0,1.282,5.34,94.66,0.026
10,918.0,1.265,3.49,96.51,0.017
11,715.0,1.248,3.08,96.92,0.015
12,622.0,1.276,2.05,97.95,0.01
13,581.0,1.287,1.85,98.15,0.009
14,549.0,1.284,1.64,98.36,0.008
15,537.0,1.362,1.44,98.56,0.007
16,527.0,1.453,1.23,98.77,0.006
17,523.0,1.463,1.03,98.97,0.005
18,522.0,1.483,1.23,98.77,0.006
19,520.0,1.522,1.44,98.56,0.007
20,520.0,1.556,1.44,98.56,0.007
21,520.0,1.56,1.23,98.77,0.006
22,520.0,1.657,1.44,98.56,0.007
23,520.0,1.609,1.44,98.56,0.007
24,520.0,1.692,1.64,98.36,0.008
25,520.0,1.677,1.44,98.56,0.007
26,520.0,1.675,1.23,98.77,0.006
27,520.0,1.677,1.44,98.56,0.007
28,520.0,1.726,1.44,98.56,0.007
29,520.0,1.76,1.64,98.36,0.008
30,520.0,1.751,1.44,98.56,0.007
